Year,Town,Census Units,Government Assisted,Tenant Rental Assistance,Deed Restricted Units,Total Assisted Units,Percent Affordable
2014,Monroe,6918,32,3,1,59,0.85
2014,Montville,7407,81,28,0,349,4.71
2014,Morris,1314,20,4,0,25,1.9
2014,Naugatuck,13061,537,368,0,1216,9.31
2014,New Britain,31226,3421,1602,382,6597,21.13
2014,New Canaan,7551,163,9,31,205,2.71
2014,New Fairfield,5593,0,0,13,40,0.72
2014,New Hartford,2923,12,5,15,78,2.67
2014,New Haven,54967,8880,5336,581,15985,29.08
2014,New London,11840,1685,674,98,2944,24.86
2014,New Milford,11731,269,27,16,459,3.91
2014,Newington,13011,537,148,36,1111,8.54
2014,Newtown,10061,134,3,15,181,1.8
2014,Norfolk,967,28,2,0,39,4.03
2014,North Branford,5629,62,10,0,134,2.38
2014,North Canaan,1587,138,1,0,147,9.26
2014,North Haven,9491,343,36,1,456,4.8
2014,North Stonington,2306,0,2,0,24,1.04
2014,Norwalk,35415,2334,997,599,4191,11.83
2014,Norwich,18659,2109,721,0,3384,18.14
2014,Old Lyme,5021,64,2,3,78,1.55
2014,Old Saybrook,5602,50,7,20,96,1.71
2014,Orange,5345,46,6,6,68,1.27
2014,Oxford,4746,36,3,0,51,1.07
2014,Plainfield,6229,377,166,0,1003,16.1
2014,Plainville,8063,242,21,22,596,7.39
2014,Plymouth,5109,178,18,0,420,8.22
2014,Pomfret,1684,32,1,0,61,3.62
2014,Portland,4077,185,82,0,331,8.12
2014,Preston,2019,40,5,0,89,4.41
2014,Prospect,3474,0,4,0,42,1.21
2014,Putnam,4299,383,69,0,660,15.35
2014,Redding,3811,0,0,0,0,0
2014,Ridgefield,9420,179,1,48,237,2.52
2014,Rocky Hill,8843,235,30,0,444,5.02
2014,Roxbury,1167,19,0,0,20,1.71
2014,Salem,1635,1,0,0,35,2.14
2014,Salisbury,2593,16,2,12,37,1.43
2014,Scotland,680,0,0,0,13,1.91
2014,Seymour,6968,262,18,0,377,5.41
2014,Sharon,1775,20,2,0,26,1.46
2014,Shelton,16146,344,34,82,547,3.39
2014,Sherman,1831,0,2,0,5,0.27
2014,Simsbury,9123,241,19,0,322,3.53
2014,Somers,3479,146,12,0,189,5.43
2014,South Windsor,10243,427,49,0,715,6.98
2014,Southbury,9091,90,4,0,112,1.23
2014,Southington,17447,609,67,51,1022,5.86
2014,Sprague,1248,20,13,0,80,6.41
2014,Stafford,5124,178,13,0,422,8.24
2014,Stamford,50573,4862,1732,1295,8215,16.24
2014,Sterling,1511,0,6,0,67,4.43
2014,Stonington,9467,297,15,0,383,4.05
2014,Stratford,21091,524,381,33,1216,5.77
2014,Suffield,5469,212,3,15,294,5.38
2014,Thomaston,3276,104,4,0,223,6.81
2014,Thompson,4171,151,25,0,309,7.41
2014,Tolland,5451,98,2,3,196,3.6
2014,Torrington,16761,1112,277,17,2045,12.2
2014,Trumbull,13157,315,15,317,683,5.19
2014,Union,388,0,0,0,12,3.09
2014,Vernon,13896,1387,391,12,2164,15.57
2014,Voluntown,1127,20,4,0,62,5.5
2014,Wallingford,18945,481,115,35,941,4.97
2014,Warren,811,0,0,0,5,0.62
2014,Washington,2124,14,6,23,50,2.35
2014,Waterbury,47991,5171,3074,326,10898,22.71
2014,Waterford,8634,123,20,0,382,4.42
2014,Watertown,9096,205,18,0,368,4.05
2014,West Hartford,26396,621,832,287,2056,7.79
2014,West Haven,22446,1024,1451,0,2904,12.94
2014,Westbrook,3937,140,7,24,188,4.78
2014,Weston,3674,0,1,0,1,0.03
2014,Westport,10399,246,45,20,313,3.01
2014,Wethersfield,11677,615,134,0,980,8.39
2014,Willington,2637,160,1,0,207,7.85
2014,Wilton,6475,136,7,100,250,3.86
2014,Winchester,5613,348,444,0,979,17.44
2014,Windham,9570,1862,541,0,2978,31.12
2014,Windsor,11767,154,297,26,878,7.46
2014,Windsor Locks,5429,137,153,0,477,8.79
2014,Wolcott,6276,313,4,0,448,7.14
2014,Woodbridge,3478,30,5,0,41,1.18
2014,Woodbury,4564,59,2,0,86,1.88
2014,Woodstock,3582,24,3,0,99,2.76
2013,Andover,1317,24,1,0,54,4.1
2013,Ansonia,8148,371,756,9,1248,15.32
2013,Ashford,1903,32,2,0,82,4.31
2013,Avon,7389,244,7,0,280,3.79
2013,Barkhamsted,1589,0,1,0,16,1.01
2013,Beacon Falls,2509,0,5,0,37,1.47
2013,Berlin,8140,556,29,6,684,8.4
2013,Bethany,2044,0,0,1,3,0.15
2013,Bethel,7310,252,10,63,389,5.32
2013,Bethlehem,1575,24,1,0,26,1.65
2013,Bloomfield,9019,592,147,0,1045,11.59
2013,Bolton,2015,0,3,0,23,1.14
2013,Bozrah,1059,0,4,0,33,3.12
2013,Branford,13972,243,50,0,472,3.38
2013,Bridgeport,57012,5738,3781,20,10553,18.51
2013,Bridgewater,881,0,0,0,2,0.23
2013,Bristol,27011,1771,798,0,3634,13.45
2013,Brookfield,6562,35,7,63,160,2.44
2013,Brooklyn,3235,232,11,0,378,11.68
2013,Burlington,3389,28,0,0,69,2.04
2013,Canaan,779,25,0,1,36,4.62
2013,Canterbury,2043,76,1,0,146,7.15
2013,Canton,4339,211,19,32,325,7.49
2013,Chaplin,988,0,0,0,28,2.83
2013,Cheshire,10424,237,7,17,337,3.23
2013,Chester,1923,23,2,0,38,1.98
2013,Clinton,6065,84,5,0,137,2.26
2013,Colchester,6182,364,31,0,520,8.41
2013,Colebrook,722,0,0,1,9,1.25
2013,Columbia,2308,24,2,0,86,3.73
2013,Cornwall,1007,18,0,0,24,2.38
2013,Coventry,5099,104,1,20,307,6.02
2013,Cromwell,6001,212,6,0,418,6.97
2013,Danbury,31154,1586,1180,295,3405,10.93
2013,Darien,7074,83,6,95,185,2.62
2013,Deep River,2096,26,5,0,58,2.77
2013,Derby,5849,259,307,0,634,10.84
2013,Durham,2694,34,1,0,56,2.08
2013,East Granby,2152,72,4,0,113,5.25
2013,East Haddam,4508,73,0,1,116,2.57
2013,East Hampton,5485,70,5,25,200,3.65
2013,East Hartford,21328,1578,1024,0,3552,16.65
2013,East Haven,12533,422,128,0,857,6.84
2013,East Lyme,8458,344,8,19,473,5.59
2013,East Windsor,5045,558,49,14,748,14.83
2013,Eastford,793,0,0,0,25,3.15
2013,Easton,2715,0,0,11,11,0.41
2013,Ellington,6665,260,8,0,393,5.9
2013,Enfield,17558,1340,215,7,2143,12.21
2013,Essex,3261,36,6,0,55,1.69
2013,Fairfield,21648,241,181,116,572,2.64
2013,Farmington,11106,469,110,155,858,7.73
2013,Franklin,771,0,1,0,21,2.72
2013,Glastonbury,13656,582,47,2,755,5.53
2013,Goshen,1664,1,0,0,8,0.48
2013,Granby,4360,85,2,5,152,3.49
2013,Greenwich,25631,837,421,54,1314,5.13
2013,Griswold,5118,153,41,0,416,8.13
2013,Groton,17978,3267,52,10,3690,20.53
2013,Guilford,9596,168,6,0,216,2.25
2013,Haddam,3504,22,1,0,44,1.26
2013,Hamden,25114,685,523,4,1689,6.73
2013,Hampton,793,0,0,0,32,4.04
2013,Hartford,51822,9540,8525,0,19588,37.8
2013,Hartland,856,2,0,0,12,1.4
2013,Harwinton,2282,22,0,0,57,2.5
2013,Hebron,3567,59,3,0,108,3.03
2013,Kent,1665,24,0,0,28,1.68
2013,Killingly,7592,530,125,0,1134,14.94
2013,Killingworth,2598,0,2,5,17,0.65
2013,Lebanon,3125,26,4,0,109,3.49
2013,Ledyard,5987,32,6,0,264,4.41
2013,Lisbon,1730,2,0,0,66,3.82
2013,Litchfield,3975,140,1,29,186,4.68
2013,Lyme,1223,0,0,8,10,0.82
2013,Madison,8049,90,1,29,130,1.62
2013,Manchester,25996,1833,1074,36,3868,14.88
2013,Mansfield,6017,417,153,2,680,11.3
2013,Marlborough,2389,24,0,0,53,2.22
2013,Meriden,25892,1745,1012,11,3833,14.8
2013,Middlebury,2892,76,4,8,108,3.73
2013,Middlefield,1863,30,1,1,44,2.36
2013,Middletown,21223,2859,1467,25,4965,23.39
2013,Milford,23074,822,277,107,1426,6.18
2013,Monroe,6918,32,1,1,59,0.85
2013,Montville,7407,81,30,0,373,5.04
2013,Morris,1314,20,2,0,23,1.75
2013,Naugatuck,13061,493,293,0,1097,8.4
2013,New Britain,31226,3266,1627,382,6467,20.71
2013,New Canaan,7551,162,10,31,205,2.71
2013,New Fairfield,5593,0,0,13,49,0.88
2013,New Hartford,2923,12,1,15,70,2.39
2013,New Haven,54967,8261,6232,605,16286,29.63
2013,New London,11840,1672,144,83,2381,20.11
2013,New Milford,11731,233,259,16,680,5.8
2013,Newington,13011,425,105,36,956,7.35
2013,Newtown,10061,134,2,15,186,1.85
2013,Norfolk,967,28,0,0,31,3.21
2013,North Branford,5629,62,7,0,131,2.33
2013,North Canaan,1587,101,0,0,109,6.87
2013,North Haven,9491,343,28,1,448,4.72
2013,North Stonington,2306,0,1,0,29,1.26
2013,Norwalk,35415,2299,957,599,4116,11.62
2013,Norwich,18659,1972,728,0,3250,17.42
2013,Old Lyme,5021,60,1,3,75,1.49
2013,Old Saybrook,5602,50,5,19,92,1.64
2013,Orange,5345,46,4,6,66,1.23
2013,Oxford,4746,36,1,0,51,1.07
2013,Plainfield,6229,378,224,0,988,15.86
2013,Plainville,8063,242,25,22,600,7.44
2013,Plymouth,5109,179,5,0,363,7.11
2013,Pomfret,1684,32,2,0,62,3.68
2013,Portland,4077,185,92,0,339,8.31
2013,Preston,2019,40,4,0,91,4.51
2013,Prospect,3474,0,4,0,38,1.09
2013,Putnam,4299,383,79,0,662,15.4
2013,Redding,3811,0,0,0,0,0
2013,Ridgefield,9420,179,0,42,230,2.44
2013,Rocky Hill,8843,236,29,0,444,5.02
2013,Roxbury,1167,19,0,0,21,1.8
2013,Salem,1635,1,0,0,35,2.14
2013,Salisbury,2593,16,1,10,34,1.31
2013,Scotland,680,0,0,0,16,2.35
2013,Seymour,6968,262,16,0,381,5.47
2013,Sharon,1775,20,0,0,24,1.35
2013,Shelton,16146,254,21,82,444,2.75
2013,Sherman,1831,0,1,0,4,0.22
2013,Simsbury,9123,241,11,0,314,3.44
2013,Somers,3479,146,7,0,182,5.23
2013,South Windsor,10243,427,54,0,720,7.03
2013,Southbury,9091,89,2,0,114,1.25
2013,Southington,17447,609,42,51,997,5.71
2013,Sprague,1248,20,9,0,64,5.13
2013,Stafford,5124,178,11,0,387,7.55
2013,Stamford,50573,4863,1631,1295,8115,16.05
2013,Sterling,1511,0,1,0,62,4.1
2013,Stonington,9467,296,17,0,379,4
2013,Stratford,21091,524,375,33,1210,5.74
2013,Suffield,5469,212,0,15,297,5.43
2013,Thomaston,3276,105,4,0,226,6.9
2013,Thompson,4171,151,13,0,323,7.74
2013,Tolland,5451,97,1,3,211,3.87
2013,Torrington,16761,1112,355,17,2123,12.67
2013,Trumbull,13157,315,12,314,677,5.15
2013,Union,388,0,0,0,16,4.12
2013,Vernon,13896,1387,533,12,2306,16.59
2013,Voluntown,1127,20,2,0,53,4.7
2013,Wallingford,18945,482,140,35,967,5.1
2013,Warren,811,0,0,0,8,0.99
2013,Washington,2124,14,0,23,38,1.79
2013,Waterbury,47991,4901,3635,326,11189,23.31
2013,Waterford,8634,123,17,0,390,4.52
2013,Watertown,9096,206,24,0,375,4.12
2013,West Hartford,26396,590,943,287,2136,8.09
2013,West Haven,22446,1024,1613,0,3066,13.66
2013,Westbrook,3937,140,8,24,187,4.75
2013,Weston,3674,0,1,0,1,0.03
2013,Westport,10399,245,20,19,286,2.75
2013,Wethersfield,11677,625,127,0,983,8.42
2013,Willington,2637,160,2,0,212,8.04
2013,Wilton,6475,135,5,100,247,3.81
2013,Winchester,5613,316,269,0,735,13.09
2013,Windham,9570,1752,533,0,2775,29
2013,Windsor,11767,154,282,26,861,7.32
2013,Windsor Locks,5429,137,178,0,502,9.25
2013,Wolcott,6276,312,3,0,446,7.11
2013,Woodbridge,3478,30,3,0,39,1.12
2013,Woodbury,4564,60,4,0,89,1.95
2013,Woodstock,3582,24,3,0,114,3.18
2012,Andover,1317,24,1,0,47,3.57
2012,Ansonia,8148,372,699,9,1186,14.56
2012,Ashford,1903,32,2,0,71,3.73
2012,Avon,7389,240,7,0,270,3.65
2012,Barkhamsted,1589,0,1,0,13,0.82
2012,Beacon Falls,2509,0,5,0,31,1.24
2012,Berlin,8140,468,29,6,585,7.19
2012,Bethany,2044,0,0,1,2,0.1
2012,Bethel,7310,250,10,63,380,5.2
2012,Bethlehem,1575,24,1,0,25,1.59
2012,Bloomfield,9019,584,147,0,1026,11.38
2012,Bolton,2015,0,3,0,19,0.94
2012,Bozrah,1059,0,4,0,23,2.17
2012,Branford,13972,232,50,0,456,3.26
2012,Bridgeport,57012,5604,3498,20,10086,17.69
2012,Bridgewater,881,0,0,0,2,0.23
2012,Bristol,27011,1771,793,0,3578,13.25
2012,Brookfield,6562,35,7,55,139,2.12
2012,Brooklyn,3235,233,11,0,324,10.02
2012,Burlington,3389,28,0,0,57,1.68
2012,Canaan,779,25,0,1,35,4.49
2012,Canterbury,2043,76,1,0,117,5.73
2012,Canton,4339,211,19,32,317,7.31
2012,Chaplin,988,0,0,0,24,2.43
2012,Cheshire,10424,237,7,17,331,3.18
2012,Chester,1923,23,2,0,35,1.82
2012,Clinton,6065,84,5,0,132,2.18
2012,Colchester,6182,364,31,0,488,7.89
2012,Colebrook,722,0,0,1,8,1.11
2012,Columbia,2308,24,2,0,69,2.99
2012,Cornwall,1007,18,0,0,20,1.99
2012,Coventry,5099,104,1,20,261,5.12
2012,Cromwell,6001,212,6,0,417,6.95
2012,Danbury,31154,1586,1181,192,3274,10.51
2012,Darien,7074,83,6,93,183,2.59
2012,Deep River,2096,26,5,0,54,2.58
2012,Derby,5849,259,307,0,629,10.75
2012,Durham,2694,33,1,0,47,1.74
2012,East Granby,2152,72,4,0,108,5.02
2012,East Haddam,4508,73,0,1,104,2.31
2012,East Hampton,5485,70,5,25,176,3.21
2012,East Hartford,21328,1577,1024,0,3509,16.45
2012,East Haven,12533,421,128,0,843,6.73
2012,East Lyme,8458,342,8,19,449,5.31
2012,East Windsor,5045,558,49,14,721,14.29
2012,Eastford,793,0,0,0,19,2.4
2012,Easton,2715,0,0,11,11,0.41
2012,Ellington,6665,260,8,0,351,5.27
2012,Enfield,17558,1340,215,7,2108,12.01
2012,Essex,3261,36,6,0,51,1.56
2012,Fairfield,21648,241,181,116,567,2.62
2012,Farmington,11106,456,110,155,838,7.55
2012,Franklin,771,0,1,0,17,2.2
2012,Glastonbury,13656,582,47,2,753,5.51
2012,Goshen,1664,1,0,0,6,0.36
2012,Granby,4360,85,2,5,134,3.07
2012,Greenwich,25631,837,421,54,1314,5.13
2012,Griswold,5118,136,41,0,336,6.57
2012,Groton,17978,3267,52,10,3666,20.39
2012,Guilford,9596,168,6,0,203,2.12
2012,Haddam,3504,22,1,0,38,1.08
2012,Hamden,25114,684,523,4,1659,6.61
2012,Hampton,793,0,0,0,18,2.27
2012,Hartford,51822,9415,8390,0,19245,37.14
2012,Hartland,856,2,0,0,8,0.93
2012,Harwinton,2282,23,0,0,48,2.1
2012,Hebron,3567,59,3,0,98,2.75
2012,Kent,1665,48,0,0,52,3.12
2012,Killingly,7592,530,120,0,959,12.63
2012,Killingworth,2598,0,2,5,12,0.46
2012,Lebanon,3125,26,4,0,86,2.75
2012,Ledyard,5987,32,6,0,206,3.44
2012,Lisbon,1730,2,0,0,45,2.6
2012,Litchfield,3975,140,1,29,182,4.58
2012,Lyme,1223,0,0,8,10,0.82
2012,Madison,8049,90,1,29,128,1.59
2012,Manchester,25996,1813,1074,36,3807,14.64
2012,Mansfield,6017,417,153,2,658,10.94
2012,Marlborough,2389,24,0,0,44,1.84
2012,Meriden,25892,1769,1008,11,3810,14.71
2012,Middlebury,2892,76,4,8,100,3.46
2012,Middlefield,1863,30,1,1,42,2.25
2012,Middletown,21223,2814,987,25,4416,20.81
2012,Milford,23074,822,277,85,1396,6.05
2012,Monroe,6918,35,1,1,56,0.81
2012,Montville,7407,81,30,0,312,4.21
2012,Morris,1314,20,2,0,22,1.67
2012,Naugatuck,13061,492,293,0,1086,8.31
2012,New Britain,31226,3183,1627,382,6345,20.32
2012,New Canaan,7551,140,10,31,183,2.42
2012,New Fairfield,5593,0,0,13,38,0.68
2012,New Hartford,2923,12,1,15,66,2.26
2012,New Haven,54967,8210,6138,545,16020,29.14
2012,New London,11840,1672,144,83,2356,19.9
2012,New Milford,11731,233,259,16,631,5.38
2012,Newington,13011,426,105,36,933,7.17
2012,Newtown,10061,134,2,15,174,1.73
2012,Norfolk,967,28,0,0,31,3.21
2012,North Branford,5629,62,7,0,124,2.2
2012,North Canaan,1587,101,0,0,108,6.81
2012,North Haven,9491,343,28,1,446,4.7
2012,North Stonington,2306,0,1,0,22,0.95
2012,Norwalk,35415,2248,947,616,4049,11.43
2012,Norwich,18659,1906,728,0,3152,16.89
2012,Old Lyme,5021,60,1,3,71,1.41
2012,Old Saybrook,5602,50,5,1,72,1.29
2012,Orange,5345,46,4,0,59,1.1
2012,Oxford,4746,36,1,0,45,0.95
2012,Plainfield,6229,378,224,0,898,14.42
2012,Plainville,8063,223,25,21,571,7.08
2012,Plymouth,5109,179,5,0,336,6.58
2012,Pomfret,1684,32,2,0,51,3.03
2012,Portland,4077,185,92,0,328,8.05
2012,Preston,2019,40,4,0,80,3.96
2012,Prospect,3474,0,4,0,29,0.83
2012,Putnam,4299,383,73,0,589,13.7
2012,Redding,3811,0,0,0,0,0
2012,Ridgefield,9420,179,0,33,220,2.34
2012,Rocky Hill,8843,236,29,0,438,4.95
2012,Roxbury,1167,19,0,0,20,1.71
2012,Salem,1635,1,0,0,29,1.77
2012,Salisbury,2593,16,1,10,32,1.23
2012,Scotland,680,0,0,0,11,1.62
2012,Seymour,6968,262,16,0,367,5.27
2012,Sharon,1775,20,0,0,24,1.35
2012,Shelton,16146,254,21,82,440,2.73
2012,Sherman,1831,0,1,0,2,0.11
2012,Simsbury,9123,241,11,0,310,3.4
2012,Somers,3479,54,7,0,79,2.27
2012,South Windsor,10243,427,54,0,716,6.99
2012,Southbury,9091,89,2,0,105,1.15
2012,Southington,17447,609,42,51,983,5.63
2012,Sprague,1248,20,9,0,60,4.81
2012,Stafford,5124,178,11,0,349,6.81
2012,Stamford,50573,4618,1605,1295,7827,15.48
2012,Sterling,1511,0,1,0,36,2.38
2012,Stonington,9467,296,17,0,365,3.86
2012,Stratford,21091,524,375,33,1191,5.65
2012,Suffield,5469,212,0,15,279,5.1
2012,Thomaston,3276,105,4,0,200,6.11
2012,Thompson,4171,150,13,0,246,5.9
2012,Tolland,5451,97,1,3,180,3.3
2012,Torrington,16761,1082,297,17,2007,11.97
2012,Trumbull,13157,315,12,314,676,5.14
2012,Union,388,0,0,0,9,2.32
2012,Vernon,13896,1386,533,12,2283,16.43
2012,Voluntown,1127,20,2,0,45,3.99
2012,Wallingford,18945,482,140,35,955,5.04
2012,Warren,811,0,0,0,4,0.49
2012,Washington,2124,14,0,23,37,1.74
2012,Waterbury,47991,4870,3149,326,10601,22.09
2012,Waterford,8634,123,17,0,348,4.03
2012,Watertown,9096,206,24,0,364,4
2012,West Hartford,26396,541,943,287,2075,7.86
2012,West Haven,22446,1024,1503,0,2942,13.11
2012,Westbrook,3937,140,8,24,185,4.7
2012,Weston,3674,0,1,0,1,0.03
2012,Westport,10399,245,20,15,282,2.71
2012,Wethersfield,11677,625,127,0,968,8.29
2012,Willington,2637,160,2,0,199,7.55
2012,Wilton,6475,84,5,140,236,3.64
2012,Winchester,5613,316,269,0,707,12.6
2012,Windham,9570,1692,436,0,2576,26.92
2012,Windsor,11767,154,282,26,841,7.15
2012,Windsor Locks,5429,137,178,0,497,9.15
2012,Wolcott,6276,312,3,0,436,6.95
2012,Woodbridge,3478,30,3,0,39,1.12
2012,Woodbury,4564,60,4,0,83,1.82
2012,Woodstock,3582,24,3,0,79,2.21
2011,Andover,1317,24,1,0,45,3.42
2011,Ansonia,8148,372,699,9,1186,14.56
2011,Ashford,1903,32,1,0,68,3.57
2011,Avon,7389,240,5,0,266,3.6
2011,Barkhamsted,1589,0,3,0,14,0.88
2011,Beacon Falls,2509,0,6,0,31,1.24
2011,Berlin,8140,468,30,6,586,7.2
2011,Bethany,2044,0,0,0,1,0.05
2011,Bethel,7310,250,9,63,379,5.18
2011,Bethlehem,1575,24,0,0,24,1.52
2011,Bloomfield,9019,584,147,0,1026,11.38
2011,Bolton,2015,0,3,0,18,0.89
2011,Bozrah,1059,0,4,0,20,1.89
2011,Branford,13972,232,46,0,452,3.24
2011,Bridgeport,57012,5604,3724,15,10307,18.08
2011,Bridgewater,881,0,0,0,2,0.23
2011,Bristol,27011,1771,791,0,3576,13.24
2011,Brookfield,6562,35,6,52,131,2
2011,Brooklyn,3235,233,9,0,305,9.43
2011,Burlington,3389,28,0,0,53,1.56
2011,Canaan,779,25,0,1,35,4.49
2011,Canterbury,2043,76,1,0,108,5.29
2011,Canton,4339,211,20,32,315,7.26
2011,Chaplin,988,0,1,0,24,2.43
2011,Cheshire,10424,237,5,17,329,3.16
2011,Chester,1923,23,2,0,34,1.77
2011,Clinton,6065,84,5,0,131,2.16
2011,Colchester,6182,364,26,0,474,7.67
2011,Colebrook,722,0,0,1,8,1.11
2011,Columbia,2308,24,4,0,65,2.82
2011,Cornwall,1007,18,0,0,18,1.79
2011,Coventry,5099,104,5,20,245,4.8
2011,Cromwell,6001,212,6,0,417,6.95
2011,Danbury,31154,1586,952,273,3126,10.03
2011,Darien,7074,83,8,93,185,2.62
2011,Deep River,2096,26,4,0,52,2.48
2011,Derby,5849,259,305,0,627,10.72
2011,Durham,2694,33,1,0,45,1.67
2011,East Granby,2152,72,1,0,103,4.79
2011,East Haddam,4508,73,3,1,104,2.31
2011,East Hampton,5485,70,1,25,165,3.01
2011,East Hartford,21328,1577,835,0,3320,15.57
2011,East Haven,12533,421,254,0,969,7.73
2011,East Lyme,8458,342,61,10,491,5.81
2011,East Windsor,5045,558,27,14,691,13.7
2011,Eastford,793,0,0,0,16,2.02
2011,Easton,2715,0,33,11,44,1.62
2011,Ellington,6665,260,6,0,335,5.03
2011,Enfield,17558,1340,215,7,2108,12.01
2011,Essex,3261,36,4,0,48,1.47
2011,Fairfield,21648,241,182,117,569,2.63
2011,Farmington,11106,456,110,154,837,7.54
2011,Franklin,771,0,1,0,16,2.08
2011,Glastonbury,13656,582,49,0,753,5.51
2011,Goshen,1664,1,1,0,7,0.42
2011,Granby,4360,85,1,5,125,2.87
2011,Greenwich,25631,837,359,54,1252,4.88
2011,Griswold,5118,136,42,0,318,6.21
2011,Groton,17978,3267,56,10,3670,20.41
2011,Guilford,9596,168,5,0,201,2.09
2011,Haddam,3504,22,1,0,37,1.06
2011,Hamden,25114,684,514,4,1650,6.57
2011,Hampton,793,0,0,0,16,2.02
2011,Hartford,51822,9415,7577,0,18432,35.57
2011,Hartland,856,2,0,0,6,0.7
2011,Harwinton,2282,23,1,0,45,1.97
2011,Hebron,3567,59,3,0,92,2.58
2011,Kent,1665,48,1,24,77,4.62
2011,Killingly,7592,530,124,0,905,11.92
2011,Killingworth,2598,0,1,5,11,0.42
2011,Lebanon,3125,26,5,0,78,2.5
2011,Ledyard,5987,32,7,0,197,3.29
2011,Lisbon,1730,2,0,0,37,2.14
2011,Litchfield,3975,140,2,29,182,4.58
2011,Lyme,1223,0,0,7,9,0.74
2011,Madison,8049,90,1,29,127,1.58
2011,Manchester,25996,1813,1011,36,3743,14.4
2011,Mansfield,6017,417,159,2,654,10.87
2011,Marlborough,2389,24,0,0,40,1.67
2011,Meriden,25892,1769,970,11,3772,14.57
2011,Middlebury,2892,76,3,8,95,3.28
2011,Middlefield,1863,30,0,1,41,2.2
2011,Middletown,21223,2814,1295,25,4724,22.26
2011,Milford,23074,822,285,85,1404,6.08
2011,Monroe,6918,35,1,1,55,0.8
2011,Montville,7407,81,30,0,288,3.89
2011,Morris,1314,20,2,0,22,1.67
2011,Naugatuck,13061,492,273,0,1066,8.16
2011,New Britain,31226,3183,1457,396,6189,19.82
2011,New Canaan,7551,140,10,31,183,2.42
2011,New Fairfield,5593,0,0,13,35,0.63
2011,New Hartford,2923,12,0,15,63,2.16
2011,New Haven,54967,8210,6116,487,15940,29
2011,New London,11840,1672,155,69,2353,19.87
2011,New Milford,11731,233,221,16,577,4.92
2011,Newington,13011,426,84,36,912,7.01
2011,Newtown,10061,134,4,15,173,1.72
2011,Norfolk,967,28,0,0,31,3.21
2011,North Branford,5629,62,8,0,122,2.17
2011,North Canaan,1587,101,0,0,108,6.81
2011,North Haven,9491,343,29,1,447,4.71
2011,North Stonington,2306,0,1,0,18,0.78
2011,Norwalk,35415,2248,982,559,4027,11.37
2011,Norwich,18659,1906,707,0,3130,16.77
2011,Old Lyme,5021,60,1,3,69,1.37
2011,Old Saybrook,5602,50,5,1,71,1.27
2011,Orange,5345,46,4,0,59,1.1
2011,Oxford,4746,36,1,0,45,0.95
2011,Plainfield,6229,378,225,0,864,13.87
2011,Plainville,8063,223,24,53,602,7.47
2011,Plymouth,5109,179,5,0,326,6.38
2011,Pomfret,1684,32,2,0,45,2.67
2011,Portland,4077,185,91,0,324,7.95
2011,Preston,2019,40,3,0,77,3.81
2011,Prospect,3474,0,4,0,26,0.75
2011,Putnam,4299,383,64,0,548,12.75
2011,Redding,3811,0,0,0,0,0
2011,Ridgefield,9420,179,0,20,207,2.2
2011,Rocky Hill,8843,236,23,0,432,4.89
2011,Roxbury,1167,19,0,0,20,1.71
2011,Salem,1635,1,0,0,26,1.59
2011,Salisbury,2593,16,0,10,30,1.16
2011,Scotland,680,0,0,0,9,1.32
2011,Seymour,6968,262,25,0,370,5.31
2011,Sharon,1775,20,1,0,25,1.41
2011,Shelton,16146,254,16,82,435,2.69
2011,Sherman,1831,0,1,0,2,0.11
2011,Simsbury,9123,241,12,0,311,3.41
